"Carozzi, Claude",Apocalypse et salut dans le christianisme ancien et mŽdiŽval.,===> Solicitar a/por: DIMED:SAEMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C‡tedra, Pedro",Los sermones en romance de la Real Colegiata de san Isidoro de Le—n.,===> Solicitar a/por: DIMED: BS29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cazal, Franoise, ed.; Chauchadis, Claude, ed.; Herzig, Carine, ed.",Pratiques hagiographiques dans l'Espagne du Moyen Age et du sicle d'Or.,===> Solicitar a/por: DIMED: BS45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cook, David",Studies in Muslim Apocalyptic.,===> Solicitar a/por: DIMED:U4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deswarte, Thomas","De la destruction ˆ la restauration : l'idŽologie du royaume d'Oviedo-Le—n, VIIIe-XIe sicles.",===> Solicitar a/por: DIMED: BS47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Di Bernardino, Angelo",Diccionario patr’stico y de la Antigu_edad cristiana.,===> Solicitar a/por: DIMED:SAEMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estevez Sola, Juan, ed.",Cr—nica najerense.,===> Solicitar a/por: DIMED:SAEMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grigoriadis, Iordanis. Aristotelian University of Thessaloniki. Faculty of Philosophy",Linguistic and literary studies in the Epitome Historion of John Zonaras.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maptapoy, Eaenh A. Aristotelian University of Thessaloniki. Faculty of Philosophy",Titaoi kai.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristotelian University of Thessaloniki. Faculty of Philosophy,"Thessaloniki: Byzantine Research Centre, ; Incl. ref (Byzantine Texts and Studies)",===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rufus, Jean",PlŽrophories : tŽmoignages et rŽvŽlations contre le Concile de ChalcŽdoine : version syriaque et traduction franaise.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fern‡ndez Conde, Francisco Javier",La religiosidad medieval en Espa–a: plena Edad Media.,===> Solicitar a/por: DIMED: BS37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garc’a de Cortazar, JosŽ Angelcoord.; Teja, Ram—n, coord.",Monasterios y peregrinaciones en la Espa–a medieval.,===> Solicitar a/por: DIMED: BS37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goullet, Monique","Ecriture et rŽcriture hagiographiques essais sur les reecritures des vies des saints dans l'Occident latin mŽdiŽval, VIIIe-XIIIe.",===> Solicitar a/por: DIMED: BS314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ES Henriet, Patrick","A la recherche ds legitimitŽs chrŽtiennes : reprŽsentations de l'espace et du temps dans l'Espagne mŽdiŽvale, IXe-XIIIe sicle.",===> Solicitar a/por: DIMED: BS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jullien, Christelle; Jullien, Florence",Les actes de Mar Mari : l'ap™tre de la MŽsopotamie.,===> Solicitar a/por: DIMED: BS55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archivo y Museo Hist—ricos del Banco de la Provincia de Buenos Aires Dr. Arturo Jauretche,Archivo particular de Juan Pedro de Aguirre.,===> Solicitar a/por: DIGEO:1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanz, Luis Santiago",El acuerdo sobre el r’o de la Plata y su frente mar’timo.,===> Solicitar a/por: DIGEO:1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vel‡zquez, Guillermo angel, ed.; Lucero, Patricia Iris, ed.; Mantobani, JosŽ Mar’a, ed. Universidad de Mar del Plata. Facultad de Humanidades. Grupo de Estudios sobre Poblaci—n y Territorio. Departamento de Geograf’a","Nuestra geograf’a local : poblaci—n, urbanizaci—n y transformaciones socio-territoriales en el Partido de General Pueyrred—n, argentina, 1975-2000.",===> Solicitar a/por: DIGEO:1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fundaci—n Comisi—n de Medicamentos,Formulario terapeœtico CONAMED 2003.,===> Solicitar a/por: DIGEO:1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gorla, Carlos Mar’a; Navarro Garc’a, Luis, pr—l.",Los establecimientos espa–oles en la Patagonia : estudio institucional.,===> Solicitar a/por: DIGEO:1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instituto Multidisciplinario de Historia y Ciencias Humanas; CONICET; SECYT,A proposal for sitting SKA in territories of Argentina-Brasil.,"===> Solicitar a/por: DIGEO:1762, 1763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComitŽ Argentino de Ciencias Hist—ricas,Indice hist—rico argentino 2002.,"===> Solicitar a/por: DIGEO:1762, 1763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S‡nchez Albornoz, Claudio. Universidad de Buenos Aires. Facultad de Filosof’a y Letras. Instituto de Historia de Espa–a",Investigaciones sobre historiograf’a hispana medieval : siglos VIII al XII.,===> Solicitar a/por: DIMED: W2 (CAEBIZ Q3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chubb, Thomas Caldecot",Los bizantinos.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vernant, Jean Pierre",Los or’genes del pensamiento griego.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alfeyev, Hilarion",The spiritual world of Isaac the Syrian.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pernot, Hubert. Universidad de Buenos Aires. Facultad de Filosof’a y Letras. Instituto de Literaturas Cl‡sicas",La pronunciaci—n del griego antiguo.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herrera Cajas, HŽctor","Dimensiones de la cultura bizantina : arte, poder y legado hist—rico.",===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruhn, Jutta Annette",Coins and costume in late antiquity.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Helenic Research Foundation. Institute for Byzantine Research,Bizantium and Serbia in the 14th Century.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Landes, Richard, ed.; Gow, Andrew, ed.; Meter, David C. van, ed.","The apocalyptic year 1000 : religious expectation and social change, 950-1050.",===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Or’genes; Ruiz Bueno, Daniel, pr—l.",Contra Celso.,===> Solicitar a/por: DIMED: CAEBIZ Q3; DIMED K31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laga, C., ed.; Munitis, J.A., ed.; Rompay, L. van, ed.",After Chalcedon : studies in theology and church history offered to professor Albert van Roey for his seventieth birthday.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malleros Kasimatis, Fotios. Universidad de Chile. Facultad de Filosof’a, Humanidades y Educaci—n. Centro de Estudios Bizantinos y NeohelŽnicos","El imperio bizantino, 395-1204. 2» aum. corr",===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silva, Gilvan Ventura da","Reis, santos e feiticeiros : Const‰ncio II e os fundamentos m’sticos da Basileia 337-361.",===> Solicitar a/por: DIMED: W2 (CAEBIZ Q3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarnassi, JosŽ. Universidad de Buenos Aires. Facultad de Filosof’a y Letras. Instituto de Literaturas Cl‡sicas",Estudios latinos : los poetas del siglo VI de Roma estudiados en los escritores latinos.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mateos, Juan. Instituci—n San Jer—nimo para la Investigaci—n B’blica",Estudios del Nuevo Testamento I : el aspecto verbal en el Nuevo Testamento.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urb‡n, Angel; Mateos, Juan; Alepuz, Miguel",Instituci—n San Jer—nimo para la Investigaci—n B’blica. Estudios del Nuevo Testamento II : cuestiones de gram‡tica y lŽxico.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society for the Study of Egyptian Antiquities Journal.,"Toronto: The Society for the Study of Egyptian Antiquities Journal,",===> Solicitar a/por: DEGIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prezioso, Faustino Antonio",Il problema dell'immortalit‡ dell'anima in Duns Scoto e in Guglielmo Alnwick.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macnab, Ludovico D. Universidad de Buenos Aires. Facultad de Filosof’a y Letras. Instituto de Filosof’a",El concepto escol‡stico de la historia.,===> Solicitar a/por: DIMED: W2 (CAEBIZ Q3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumbarton Oaks,Handbook of the Byzantine Collection.,===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ross, Marvin C.; Boyd, Susan A.; Zwirn, Stephen R.","Dumbarton Oaks Research Library and Collection Catalogue of the Byzantine and early mediaeval antiquities in the Dumbarton Oaks Collection : jewerry, enamels, and art of the migration period.",===> Solicitar a/por: DIMED: CAEBIZ Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kitzinger, Ernst; Curcic, Slobodan. Dumbarton Oaks Research Library and Collection",The mosaics of St. Mary's of the Admiral in Palermo : with achapter on the Architecture of the Church by Slobodan Curcic.,===> Solicitar a/por: DIMED: CAEBIZ Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ousterhout, Robert G. Dumbarton Oaks Research Library and Collection",A Byzantine settlement in Cappadocia.,===> Solicitar a/por: DIMED: CAEBIZ Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epstein, Ann Wharton. Dumbarton Oaks Research Library and Collection",Tokah Kilise : tenth century metropolitan art in Byzantine Cappadocia.,===> Solicitar a/por: DIMED: CAEBIZ Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGeer, Eric. Dumbarton Oaks Research Library and Collection",Sowing the dragon's teeth : Byzantine warfare in the tenth century.,===> Solicitar a/por: DIMED: CAEBIZ Q5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boojamba, John Lawrence",The Church and social reform : the policies of Patriarch Athanasios of Constantinople.,===> Solicitar a/por: DIMED: CAEBIZ S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DaniŽlou, Jean",Or’genes.,===> Solicitar a/por: DIMED: CAEBIZ S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mundo Lo, Sara de",Cruzados en Bizancio : la Cuarta Cruzada a la luz de las fuentes latinas y orientales.,===> Solicitar a/por: DIMED: CAEBIZ S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malkiel, Mar’a Rosa Lida de",JerusalŽn : el tema literario de su cerco y destrucci—n por los romanos.,===> Solicitar a/por: DIMED: CAEBIZ S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PŽrez Mart’n, Inmaculada",El Patriarca Gregorio de Chipre (ca. 1240-1290) y la transmisi—n de los textos cl‡sicos en Bizancio.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egea, JosŽ M.",La Cr—nica de Morea.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B‡denas, Pedro, ed.; Bravo, Antonio, ed.; PŽrez Mart’n, Inmaculada, ed.",El cielo en la tierra : estudios sobre el monasterio bizantino.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,<HISTORIA>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Juez G‡lvez, Francisco Javier",Blasii Kleiner Archivium Tripartitum Inclytae Provinciae Bulgariae.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mart’nez G‡zquez, JosŽ",Hystoria Barlae et Josaphat (Bibl. Nacional de N‡poles VIII.B.10).,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ortol‡ Salas, Francisco Javier",Florio y Platzia Flora: una novela bizantina de Žpoca pale—loga.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,<HISTORIA>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mart’nez Manzano, Teresa",Constantino L‡scaris. Semblanza de un humanista bizantino.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid: Consejo Superior de Investigaciones Cient’ficas, ; Incl. ref","(Nueva Roma, vol. 8)",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid: Consejo Superior de Investigaciones Cient’ficas, ; Incl. ref","(Nueva Roma, vol. 9)",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ameruzes de Trebisonda, Jorge",El di‡logo de la fe con el sult‡n de los turcos.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid: Consejo Superior de Investigaciones Cient’ficas, ; Incl. ref","(Nueva Roma, vol. 10)",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid: Consejo Superior de Investigaciones Cient’ficas, ; Incl. ref","(Nueva Roma, vol. 11)",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madrid: Consejo Superior de Investigaciones Cient’ficas, ; Incl. ref","(Nueva Roma, vol. 12)",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fern‡ndez Gonz‡lez, Vicente",La ciudad de las ideas : sobre la poes’a de C.P. Cavafis y sus traducciones castellanas.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Signes Codo–er, Juan; Codo–er Merino, Carmen; Domingo Malvadi, Arantxa",Biblioteca y epistolario de Hern‡n Nœ–ez de Guzm‡n (El Pinciano). Una aproximaci—n al humanismo espa–ol del siglo XVI.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PŽrez Mart’n, Inmaculada.","Miguel Ataliares, historia.",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CortŽs Arrese, Miguel",El descubrimiento del arte bizantino en Espa–a.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ayensa Prat, Eusebi","Baladas griegas. Estudio formal, tem‡tico y comparativo.",===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fern‡ndez JimŽnez, Francisco Mar’a",El humanismo bizantino en San Sime—n el nuevo te—logo. La renovaci—n de la m’stica bizantina.,===> Solicitar a/por: DIMED: CAEBIZ S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
