"Luzzati, Michele",Firenze e la Toscana nel Medioevo: seicento anni per la costruzione di uno Stato.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cracco, Giorgio","Un altro mondo, Venezia nel Medioevo: dal secolo XI al secolo XIV.",===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nada Patrone, Anna Maria",Il Medioevo in Piemonte.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vasina, Augusto",Comuni e signorie in Emilia e in Romagna: dal secolo XI al secolo XV.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manselli, Raoul",La Repubblica di Lucca.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airaldi, Gabriella",Genova e la Liguria nel Medioevo.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costantini, Claudio",La Repubblica di Genova.,===> Solicitar a/por: DIMED: W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lo Nigro, Sebastiano, ed.",Novellino e Conti del Duecento.,===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinari, Carlo, ed.",La poesia lirica del Duecento.,===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bandello, Matteo; Ferrero, Giuseppe Guido, ed.",Novelle.,===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ferrero, Giusepe Guido, ed.; Doglio, Mar’a Luisa, ed.",Novelle del Quattrocento.,===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinari, Giambattista, ed.",Novelle del Cinquecento.,===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petronio, Giuseppe, dir.","Poemetti del Duecento: il Tesoretto, il Fiore, l'Intelligenza.",===> Solicitar a/por: DIMED: U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mollat, Michel",Les explorateurs du XIIIe au XVIe sicle: premiers regards sur des mondes nouveaux.,===> Solicitar a/por: DIMED: B41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arist—teles; Mar’as, Juli‡n, ed.; Araujo, Mar’a, ed.",Pol’tica.,===> Solicitar a/por: DIMED: B42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zumthor, Paul",La mesure du monde.,===> Solicitar a/por: DIMED: A431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facultad de Filosof’a y Letras. Instituto de Historia de Espa–a Claudio S‡nchez Albornoz,Gu’a anal’tica de fuentes existentes en el Instituto de Historia de Espa–a Claudio S‡nchez Albornoz.,===> Solicitar a/por: DIMED:A430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foucault, Michel",La vida de los hombres infames: ensayos sobre desviaci—n y dominaci—n.,===> Solicitar a/por: DIMED: A432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leroy, BŽatrice",Pouvoirs et sociŽtŽs politiques en PŽninsule IbŽrique XIVe.-XVe. sicles.,===> Solicitar a/por: DIMED:A435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bobbio, Norberto; Bovero, Michelangelo",Origen y fundamentos del poder pol’tico.,===> Solicitar a/por: DIMED: A434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burcardo, Giovanni",Alla corte du cinque papi: diario 1483-1506.,===> Solicitar a/por: DIMED: A433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oldenbourg, ZoŽ","Le bžcher de MontsŽgur, 16 mars 1244.",===> Solicitar a/por: DIMED: B436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodr’guez del Padr—n, Juan",Obras completas.,===> Solicitar a/por: DIMED: B411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Braudel, Fernand, dir.",La Mediterranee: les hommes et l'heritage.,===> Solicitar a/por: DIMED: B410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennassar, BartolomŽ",L'homme espagnol: attitudes et mentalitŽs du XVIe au XIX siŽcle.,===> Solicitar a/por: DIMED: B49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flandrin, Jean Louis",Le sexe et l'Occident: Žvolution des attitudes et des comportements.,===> Solicitar a/por: DIMED:B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dijk, Teun A. van",Estructuras y funciones del discurso: una introducci—n disciplinaria a la lingu_.stica del texto y a los estudios del discurso.,===> Solicitar a/por: DIMED: B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RichŽ, Pierre",Les Carolingiens: una familie qui fit l'Europe.,===> Solicitar a/por: DIMED: B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zumthor, Paul, comp.",AbŽlard et Heloise: correspondance.,===> Solicitar a/por: DIMED:B45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mir‡ndola, Juan Pico de la",De la dignidad del hombre; con dos apŽndices: carta a Hermolao B‡rbaro y Del ente y el uno.,===> Solicitar a/por: DIMED: B420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sturluson, Snorri; Bern‡rdez, Enrique, ed.",Saga de Egil Skallagrimson.,===> Solicitar a/por: DIMED: B421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quzman, Ibn; Corriente C—rdoba, F.",El cancionero hispano‡rabe.,===> Solicitar a/por: DIMED: B418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fradejas Lebrero, JosŽ, comp.",Sendebar -o- Libro de los enga–os de las mujeres.,===> Solicitar a/por: DIMED: B417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GB Monmouth, Geoffrey de; Cuenca, Luis Alberto de, ed.",Historia de los reyes de Britania.,===> Solicitar a/por: DIMED: B416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libro de Alexandre.,,===> Solicitar a/por: DIMED: B415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Llull, Ram—n",Proverbis de Ram—n.,===> Solicitar a/por: DIMED:B419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S‡nchez de Badajoz, Garci; Castillo, Julia, ed.",Cancionero de Garci S‡nchez de Badajoz.,===> Solicitar a/por: DIMED:B413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JankŽlŽvitch, Vladimir",La mort.,===> Solicitar a/por: DIMED:B424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delumeau, Jean","L' aveu et le pardon: les difficultŽs de la confession, XIIe-XVIIIe. sicle.",===> Solicitar a/por: DIMED:B426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blachre, RŽgis",Le Coran.,===> Solicitar a/por: DIMED:B427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boutet, Dominique",Les fabliaux.,===> Solicitar a/por: DIMED:B428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mondolfo, Rodolfo",Breve historia del pensamiento antiguo.,===> Solicitar a/por: DIMED:B425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LŽvi Strauss, Claude",Mito y significado.,===> Solicitar a/por: DIMED:423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jonin, Pierre, ed.",La Chanson de Roland.,===> Solicitar a/por: DIMED:B433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Markale, Jean",Contes de la mort des pays de France.,===> Solicitar a/por: DIMED:B434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChrŽtien de Troyes,Le chevalier de la Charrette.,===> Solicitar a/por: DIMED:B444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Le Roy Ladurie, Emmanuel",Le Carnaval de Romans: de la Chandeleur au mercredi des Cendres 1579-1580.,===> Solicitar a/por: DIMED:B435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rougier, Louis",El conflicto del cristianismo primitivo y de la civilizaci—n antigua.,===> Solicitar a/por: DIMED:B443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippocrate,Sur le rire et la folie.,===> Solicitar a/por: DIMED:B442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rouger, Gilbert, ed.",Fabliaux.,===> Solicitar a/por: DIMED:B436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Hamadani,Venturas y desventuras del p’caro Abu l-Fath de Alejandr’a (Maqamat).,===> Solicitar a/por: DIMED:B441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Su‡rez de Peralta, Juan; Perissinotto, Giorgio, ed.",Tratado del descubrimiento de las Indias y su conquista: transcripci—n del manuscrito de 1589.,===> Solicitar a/por: DIMED:B439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C‡rdenas, Juan de; Dur‡n, Angeles, ed.",Problemas y secretos maravillosos de las Indias.,===> Solicitar a/por: DIMED:B440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L—pez Medel, Tom‡s; Ares Queija, Berta, ed.",De los tres elementos: tratados sobre la naturaleza y el hombre del nuevo mundo.,===> Solicitar a/por: DIMED:B437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vespucci, Amerigo; Formisano, Luciano, ed.",Cartas de viaje.,===> Solicitar a/por: DIMED:B438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zink, Michel",Les voix de la conscience: parole du poŽte et parole de Dieu dans la littŽrature mŽdiŽvale.,===> Solicitar a/por: DIMED:B514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RibŽmont, Bernard, dir.","Le temps, sa mesure et sa perception au Moyen Age: actes du colloque.",===> Solicitar a/por: DIMED:B513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RibŽmont, Bernard, ed.",Le corps et ses Žnigmes au Moyen Age: actes du Colloque.,===> Solicitar a/por: DIMED:B512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronique de la Pucelle attribuŽe ‡ Guillaume Cousinot.,,===> Solicitar a/por: DIMED:B511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arce, Javier",Funus imperatorum: los funerales de los emperadores romanos.,===> Solicitar a/por: DIMED:B54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moreno Koch, Yolanda, ed.",Dos cr—nicas hispanohebreas del siglo XV.,===> Solicitar a/por: DIMED:B510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lloyd, Geoffrey E.R.",Pour en finir avec les mentalitŽs.,===> Solicitar a/por: DIMED:B59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitani, Ovidio",Storia medievale.,===> Solicitar a/por: DIMED:B519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Da Siena, Caterina",Vestitevi di sangue: lettere ai fedeli.,===> Solicitar a/por: DIMED:B518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heers, Jacques",Les temps dits de transition: 1300 ‡ 1520 environ.,===> Solicitar a/por: DIMED:B517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ovidio Nas—n, Publio; Ovidio",Fastos.,===> Solicitar a/por: DIMED:B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
===> Solicitar a/por: DIMED:B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Cianca, Antonio","Historia de la vida, invenci—n, milagros y translaci—n de San Segundo, primero Obispo de Avila.",===> Solicitar a/por: DIMED:B52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arribas, Jesœs, ed.; De Cianca, Antonio","Historia de la vida, invenci—n, milagros y translaci—n de San Segundo, primero Obispo de Avila.",===> Solicitar a/por: DIMED:B51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peyronnet, Georges","L'Islam et la civilisation islamique, VIIe.-XIIIe. siŽcle.",===> Solicitar a/por: DIMED:B53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ovidio Nas—n, Publio; Ovidio; L—pez, Vicente Crist—bal, ed.",Amores; arte de amar; sobre la cosmŽtica del rostro femenino; remedios contra el amor.,===> Solicitar a/por: DIMED:B515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Her—doto,Los nueve libros de la historia.,"===> Solicitar a/por: DIMED:B520, B521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrade Cernadas, JosŽ Miguel",Lo imaginario de la muerte en Galicia en los siglos IX al XI.,===> Solicitar a/por: DIMED:B928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AdhŽmar, Jean",Influences antiques dans l'art du Moyen Age francais.,===> Solicitar a/por: DIMED:B523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Veas Arteseros, Francisco de As’s",Los jud’os de Lorca en la Baja Edad Media.,===> Solicitar a/por: DIMED:B524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pallares MŽndez, Mar’a del Carmen","A vida das mulleres na Galicia medieval, 1100-1500.",===> Solicitar a/por: DIMED:B525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menjot, Denis",Fiscalidad y sociedad: los murcianos y el impuesto en la Baja Edad Media.,===> Solicitar a/por: DIMED:B526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fumagalli, Vito",Solitudo carnis: el cuerpo en la Edad Media.,===> Solicitar a/por: DIMED:A15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vernant, Jean Pierre; Vidal Naquet, Pierre",Mito y tragedia en la Grecia antigua.,"===> Solicitar a/por: DIMED:A13,A14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vernant, Jean Pierre",Mito y pensamiento en la Grecia antigua.,===> Solicitar a/por: DIMED:A12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Markale, Jean",Druidas: tradiciones y dioses de los celtas.,===> Solicitar a/por: DIMED:A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foucault, Michel",Historia de la sexualidad.,"===> Solicitar a/por: DIMED:A16,A17,A18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
