"Tombeur, Paul",CETEDOC library of Christian Latin texts,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tombeur, Paul",CETEDOC library of Christian Latin texts CLCLT-4,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Augustinus, Aurelius",Was ist Zeit? : Confessiones XI = Bekenntnisse 11.,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"de Libera, Alain",La filosofía medieval, ===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kämmerer, Carmen M","Codeswitching in Predigten des 15. Jahrhunderts : Mittellatein - Frühneuhochdeutsch, Mittellatein - Altitalienisch/Altspanisch",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"de Cusa, Nicholas",Selected sermons,===> Solicitar a/por: Reinhardt 17-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marinho Nogueira, María Simone",La metáfora del mirar en Nicolás de Cusa,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roessler, Kurt",Nikolaus von Kues als Naturwissenschaftler,===> Solicitar a/por: Reinhardt 17-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Libri Pretiosi,  Volumen 1",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi,  Trierer Bücherschätze im Mittelalter. Volumen 11",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi, Beiträge zur Heilig-Rock-Wallfahrt 2012 aus der Bibliothek des Bischöflichen Priesterseminars",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi, Von Beauvais nach Trier : Vorträge aus der Bibliothek des Bischöflichen Priesterseminars, Volumen 16",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi,  Vorträge aus der Bibliothek des Bischöflichen Priesterseminars Trier zu illuminierten Handschriften des Spätmittelalters. Volumen 14",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi, Augen- und Seelen-Lust : Bibliophiles aus drei Jahrhunderten. Volumen 12",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi, Christliche und jüdische Bibliophilie Volumen 13",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Libri Pretiosi,  Volumen 1",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Libri Pretiosi,  Volumen 2",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hellenbrand, Karl-Heinz","Libri Pretiosi, Rund um den Dom kleine Beiträge zur Geschichte der Trierer Bücherschätze. Volumen 10",===> Solicitar a/por: Reinhardt 18-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vannier, Marie Anne","Der edle Mensch, eine Figur in Eckharts Strassburger Werk",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cusa, Nicholas de",Codex Cusanus 218,===> Solicitar a/por: Reinhardt 17-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vernunft und Glaube - Nachfrage bei Nikolaus von Kues ; Ethische und juristische Probleme der Patientenverfügun,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grüner, Frank",Zerstörer des Schweigens: Formen künstlerischer Erinnerung an die nationalsozialistische Rassen- und Vernichtungspolitik in Osteuropa,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Literaturwissenschftliches Jahrbuch,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lentzen-Deis, Wolfgang",Den Glauben Christi teilen : Theologie und Verkündigung bei Nikolaus von Kues,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kues, Nikolaus von","Predigten in deutscher uberstezung, volumen 2", ===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cusa, Nicholas of",Selected spiritual writings,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leinkauf, Thomas von",Nicolaus Cusanus : eine Einführung.,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dahm, Albert",Die Soteriologie des Nikolaus von Kues : ihre Entwicklung von seinen frühen Predigten bis zum Jahr 1445,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cusa, Nicholas de",La paz de la fe. Carta a Juan de Segovia,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benz, Hubert von",Individualität und Subjektivität : Interpretationstendenzen in der Cusanus-Forschung und das Selbstverständnis des Nikolaus von Kues,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasqua, Hervé",Identité et différence dans l'œuvre de Nicolas de Cues (1401-1464),===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dupré, Wilhelm","In jedem Namen wird genannt was unnennbar bleibt : Wegmarken im Denken des Nikolaus von Kues, 1401-1464",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oeser, Stephan",Die Präsenz des Vergessenen : zur Rezeption der Philosophie des Nicolaus Cusanus vom 15. bis zum 18. Jahrhundert,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Haubst, Rudolf",Streifzüge in die cusanische Theologie,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Okazaki, Fumiaki",Das gute und das seiende bei proklos und Thomas von Aquin,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jahres- und Tagungsbericht der Görres-Gesellschaft,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Das Mittelalter, Tomo 1, número 17",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trierer theologische zeitschrift,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magnavacca, Silvia",Cuatro aspectos de la crisis filosófica del siglo XIV,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cusa, Nicolás de",Un ignorante discurre acerca de la sabiduría = Idiota de sapientia,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cusanus und das St. Nikolaus-Hospital Bernkastel-Kues,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cusa, Nicolau de","A paz da fé, seguida de Carta a João de Segóvia",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roth, Ulli",Suchende Vernunft : der Glaubensbegriff des Nicolaus Cusanus,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steger, Philipp",De pace fidei = Die Toleranz = La tolleranza : ein Schauspiel,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Helander, Birgit H",Nicolaus Cusanus als Wegbereiter auch der heutigen Ökumene,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Helander, Birgit H",Die visio intellectualis als Erkenntnisweg und -ziel des Nicolaus Cusanus,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Jasper ",Nicholas of Cusa : metaphysical speculations,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuozzo, Gianluca",Raffigurare l'invisibile : Cusano e l'arte del tempo,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schweizer, Christian","Ein ganzer Kapuziner Bernhard Christen von Andermatt (1837-1909) Erneuerer des Kapuzinoerordens, Volumen 41/1",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Helvetia Franciscana Volumen 42/1,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Helvetia Franciscana Volumen 41/1,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honnefelder, Ludger",Sprache und Erkenntnis,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mertens, Herman-Emiel",Did the word of God become a human person?,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiser, Alfred","Möglichkeiten und Grenzen einer Christologie "von unten" : der christologische Neuansatz "von unten" bei Piet Schoonenberg und dessen Weiterführung mit Blick auf Nikolaus von Kues""öglichkeiten und Grenzen einer Christologie "von unten" : der christologische Neuansatz "von unten" bei Piet Schoonenberg und dessen ""glichkeiten und Grenzen einer Christologie "von unten" : der christologische Neuansatz """lichkeiten und Grenzen einer Christologie "v""i",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas, Michael von",Der Teilhabegedanke in den Schriften und Predigten des Nikolaus von Kues (1430-1450),===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamaki, Kazuhiko",Kuzānusu no sekaizo,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kues, Nikolaus von","Philosophisch Theologische Schriften, Tomo I",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kues, Nikolaus von","Philosophisch Theologische Schriften, Tomo III",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kues, Nikolaus von","Philosophisch Theologische Schriften, Tomo II",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Freiburger Diozesan-Archiv,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schneider, Stefan von","Die "kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolaus von Kues""ie "kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolaus von ""e "kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolaus v"" "kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolaus"""kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolau""kosmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie des Nikolau""osmische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christologie de""smische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der Christo""mische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins und der ""ische" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardins un""sche" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Chardi""che" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de Ch""he" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard de""e" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard """ Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard"" Grösse Christi als Ermöglichung seiner universalen Heilswirksamkeit : an Hand des kosmogenetischen Entwurfes Teilhard",===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leinsle, Ulrich G",Einführung in die scholastische Theologie,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honnefelder, Ludger",Philosophische Propädeutik,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sakamoto, Takashi",Shin Katorikku to Nihonjin,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drton, M. ",A rediscovered Llull tract and the Augsburg Web Edition of Llull's electoral writings,===> Solicitar a/por: Reinhardt 16-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plotzek, Joachim M","Biblioteca Apostolica Vaticana : Liturgie und Andacht im Mittelalter; 9. Oktober 1992 bis 10. Januar 1993, Erzbischöfliches Diözesanmuseum Köln",===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machielsen, John J","Clavis patristica pseudepigraphorum Medii Aevi, Tomo III A",===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machielsen, John J",Clavis patristica pseudepigraphorum Medii Aevi. Tomo II A,===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machielsen, John J",Clavis patristica pseudepigraphorum Medii Aevi. Tomo II B,===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jullien, Marie-Hélène","Clavis des auteurs latins du Moyen Âge, territoire français, 735-987, Tomo II",===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jullien, Marie-Hélène","Clavis des auteurs latins du Moyen Âge, territoire français, 735-987, Tomo I",===> Solicitar a/por: Reinhardt 4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Herausgegeben, Anton Legner von","Ornamenta ecclesiae. Kunst und Kunstler der Romanik in Köln, Tomo 2",===> Solicitar a/por: Reinhardt 4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
